id,type,mse,se
59,MDEGA,7.826300477738101e-08,7.826300477738101e-08
60,MDEGA,0.0008111995575831339,0.04044702666507876
1,MCMC,0.0,0.0
3,MCMC,1.572929613981671e-06,8.265749276641703e-06
4,MCMC,0.0017552706198072409,0.0836399197767212
6,MCMC,0.0,0.0
8,MCMC,0.0009103408526679849,0.058248676105449905
11,MCMC,0.0,0.0
18,MCMC,1.6476221906352337e-07,1.6476221906352337e-07
21,MCMC,1.5657936508869959e-07,1.5657936508869959e-07
23,MCMC,3.9131502388690505e-08,7.826300477738101e-08
26,MCMC,1.8018280340441378e-07,1.954271459130591e-07
34,MCMC,1.8094233315970359e-07,1.8094233315970359e-07
35,MCMC,1.1156617662940457e-07,1.1156617662940454e-07
36,MCMC,2.5313925642079383e-06,1.5188355385247629e-05
40,MCMC,1.340755600963267e-07,1.7162830751666758e-07
41,MCMC,0.0004885197801637102,0.0004885197801637102
43,MCMC,0.0006543447588681824,0.000951474767377542
46,MCMC,3.5499592730667363e-06,1.1876652617186464e-05
48,MCMC,0.001370110746302351,0.013289030758073622
50,MCMC,8.432031095963665e-08,8.43203160971953e-08
51,MCMC,3.2655399376775294e-07,3.2655399376775294e-07
52,MCMC,1.8579182702012421e-07,1.8579182702012421e-07
53,MCMC,0.024665142996365064,0.21835192006155008
54,MCMC,5.198806570644803e-06,2.035584982899105e-05
59,MCMC,7.826300477738101e-08,7.826300477738101e-08
60,MCMC,1.4911390549879856e-05,0.00014910520533565765
1,DEMC,0.0,0.0
3,DEMC,0.043188077323627776,0.6908976318903314
6,DEMC,0.0,0.0
18,DEMC,1.6476221906352337e-07,1.6476221906352337e-07
34,DEMC,1.8094233315970359e-07,1.8094233315970359e-07
35,DEMC,1.1156617662940457e-07,1.1156617662940454e-07
36,DEMC,8.345604543824459e-06,2.778090959901308e-05
41,DEMC,0.0007286928837693642,0.0009606147840185444
48,DEMC,0.0018219848916565227,0.017094005125291453
50,DEMC,1.6861596320318531e-07,2.52923944804778e-07
51,DEMC,3.2655399376775294e-07,3.2655399376775294e-07
54,DEMC,1.3125032921138338e-06,4.968110745970369e-06
59,DEMC,7.826300477738101e-08,7.826300477738101e-08
2,random,3.845145748621028e-07,4.620779828858906e-05
1,random,3.339986182871237e-08,1.1535872150936647e-07
3,random,6.362456192753214e-08,4.56825077223871e-07
4,random,1.3506392407228498e-07,4.368072596044559e-06
5,random,5.26889342564304e-06,0.017803803881546013
6,random,2.7528370976565225e-08,1.189539425209023e-07
7,random,2.2769055478691597e-07,0.00022420664591701146
8,random,5.434273056206421e-08,1.2896184194148641e-06
9,random,8.706144868294188e-07,0.00015010634231763664
10,random,7.443933245218626e-07,0.0014336981816520198
11,random,2.5571572128260285e-08,1.1919543527971421e-07
12,random,2.77856937383222e-06,0.01615760440666526
13,random,7.552266927550261e-08,4.544211749558208e-06
14,random,1.5579718266460452e-07,6.981094856770572e-05
15,random,4.92783294680687e-06,0.13389685241192234
16,random,3.132072420380176e-08,1.3956864446427214e-06
17,random,0.00010986338365138624,0.00018704937913688135
18,random,1.6476221906352337e-07,1.6476221906352337e-07
19,random,7.900587683089569e-08,1.2321006709345386e-05
20,random,1.8670233933336304,7.465741260432253
21,random,1.260718257821717e-07,1.5657936508869959e-07
22,random,0.0,0.0
23,random,3.9131502388690505e-08,7.826300477738101e-08
24,random,2.3883372189141295e-08,7.826300477738101e-08
25,random,3.704078935842678e-05,0.001053451891195345
26,random,9.410999900683938e-08,1.234150486569629e-07
27,random,0.0,0.0
28,random,2.767380461079099e-08,1.2223171383538804e-07
29,random,1.1778814896885587e-06,1.1778814896885589e-06
30,random,1.1022704721628897e-05,6.946803578642728e-05
31,random,0.007396543996617557,0.6131883051396845
32,random,8.046683955246481e-08,1.7881443347205457e-07
33,random,0.00022609871194576332,0.0012476606044265887
34,random,9.739708559617008e-08,1.0656108119880123e-07
35,random,9.792975042622739e-08,1.1156617662940454e-07
36,random,1.2290240700394785e-07,7.374144420236872e-07
37,random,0.0003130899488759235,0.03846129609620183
38,random,8.107679802614691e-05,0.0009857070857582563
39,random,0.00037543554385755196,0.0007961783374579091
40,random,8.009321017444486e-08,1.7162830751666758e-07
41,random,0.00048828124511718764,0.0004882812451171876
42,random,0.0024111248014973092,0.15498153810324022
43,random,0.0003818273553270346,0.0007320644106934999
44,random,1.5544786741680133e-08,8.77863466700377e-08
45,random,0.009945016390325212,6.210753205651971
46,random,6.187156025916105e-07,2.8867389758803644e-06
47,random,1.332791588086152e-06,0.00018608645566363198
48,random,0.0023887469600367846,0.017699012396241026
49,random,0.0001585833190655262,0.0009661835557609282
50,random,8.432031095963665e-08,8.43203160971953e-08
51,random,3.2655399376775294e-07,3.2655399376775294e-07
52,random,1.374383668887971e-07,1.374383668887971e-07
53,random,0.0027354099193218654,0.09052264634149583
54,random,8.16730918360376e-07,2.6261268527140045e-06
55,random,7.967187107222069e-07,2.8531145911815008e-05
56,random,0.0004449634508210611,0.009009005684604748
57,random,1.6454292080479256,8.186963727636858
58,random,1.605621108629247e-07,3.733805985579487e-05
59,random,7.826300477738101e-08,7.826300477738101e-08
60,random,3.554728373364132e-05,0.0009440289308965019
